country,indicator,year,value,COUNTRY,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,TYPE_OF_TRANSFORMATION,2024,Country,Manual Sovereign Default Label,Year of Default,Default Type
"China, People's Republic of","Current grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Revenue, Transactions",2021.0,8.503638269937268,,,,,,,,,,,,
"China, People's Republic of","Taxes, Transactions",2021.0,7.992627386880258,,,,,,,,,,,,
"China, People's Republic of","Recurrent taxes on net wealth, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Capital grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Other taxes, Transactions",2021.0,0.005570702093119,,,,,,,,,,,,
"China, People's Republic of","Turnover and other general taxes on goods and services, Transactions",2021.0,0.0271968866898345,,,,,,,,,,,,
"China, People's Republic of","Other revenue, Transactions",2021.0,0.5110108830570094,,,,,,,,,,,,
"China, People's Republic of","Taxes on exports, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Grants receivable from foreign governments: current grants, Transactio",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Interest (before FISIM allocation), receivable, Transactions",2021.0,0.0042597858432666,,,,,,,,,,,,
"China, People's Republic of","Grants receivable, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Taxes on immovable property, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Other social contributions: employee contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Taxes on goods and services, Transactions",2021.0,4.681043882240336,,,,,,,,,,,,
"China, People's Republic of","Taxes on international trade and transactions, Transactions",2021.0,0.2498826998925073,,,,,,,,,,,,
"Türkiye, Republic of","Grants receivable from foreign governments: capital grants, Transactio",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Tax, property, estate, inheritance, and gift taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Motor vehicles taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Sales taxes, Transactions",2021.0,0.0003280009114044,,,,,,,,,,,,
"Türkiye, Republic of","Social contributions, Transactions",2021.0,0.1907628718249101,,,,,,,,,,,,
"Türkiye, Republic of","Motor vehicles taxes, Transactions",2021.0,0.2595908291752857,,,,,,,,,,,,
"Türkiye, Republic of","Other revenue, Transactions",2021.0,2.870220210340241,,,,,,,,,,,,
"China, People's Republic of","Taxes on income, profits, and capital gains, payable by corporations a",2021.0,2.323036829342395,,,,,,,,,,,,
"Türkiye, Republic of","Other social contributions: employer contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on immovable property, Transactions",2021.0,0.000317612991529,,,,,,,,,,,,
"Türkiye, Republic of","Grants receivable, Other general government, Transactions",2021.0,0.3148465715563599,,,,,,,,,,,,
"Türkiye, Republic of","Other taxes on income, profits, and capital gains, Transactions",2021.0,0.0179409785470921,,,,,,,,,,,,
"Türkiye, Republic of","Recurrent taxes on immovable property, Transactions",2021.0,1.313108707272854e-05,,,,,,,,,,,,
"China, People's Republic of","Taxes on income, profits, and capital gains, Transactions",2021.0,3.056130102654296,,,,,,,,,,,,
"China, People's Republic of","Other taxes on income, profits, and capital gains, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Capital grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on income, profits, and capital gains, payable by corporations a",2021.0,3.078294911403839,,,,,,,,,,,,
"Türkiye, Republic of","Turnover and other general taxes on goods and services, Transactions",2021.0,0.0382387167522447,,,,,,,,,,,,
"Türkiye, Republic of","Other social contributions: employee contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Interest (before FISIM allocation), receivable, Financial corporations",2021.0,0.3648013913569169,,,,,,,,,,,,
"Türkiye, Republic of","Grants receivable from foreign governments, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Capital grants receivable, Other general government, Transactions",2021.0,0.124976973984662,,,,,,,,,,,,
"Türkiye, Republic of","Current grants receivable, International Organizations, Transactions",2021.0,0.1411312006931662,,,,,,,,,,,,
"China, People's Republic of","Taxes on financial and capital transactions, Transactions",2021.0,0.2163674967169581,,,,,,,,,,,,
"Türkiye, Republic of","Other taxes, Transactions",2021.0,0.3964323230886887,,,,,,,,,,,,
"Türkiye, Republic of","Other social contributions, Transactions",2021.0,0.1907628718249101,,,,,,,,,,,,
India,"Taxes on financial and capital transactions, Transactions",2021.0,,,,,,,,,,,,,
India,"Capital grants receivable, International Organizations, Transactions",2021.0,,,,,,,,,,,,,
"Türkiye, Republic of","Recurrent taxes on net wealth, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Grants receivable, International Organizations, Transactions",2021.0,0.1422209787054132,,,,,,,,,,,,
"Türkiye, Republic of","Other taxes on international trade and transactions, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Exchange taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Current grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Grants receivable from foreign governments: current grants, Transactio",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Interest (before FISIM allocation), receivable, Transactions",2021.0,0.3669720939503037,,,,,,,,,,,,
India,"General taxes on goods and services, Transactions",2021.0,,,,,,,,,,,,,
"Türkiye, Republic of","Revenue, Transactions",2021.0,21.27185496315746,,,,,,,,,,,,
India,"Taxes on international trade and transactions, Transactions",2021.0,,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on property, Transactions",2021.0,0.0465887745424609,,,,,,,,,,,,
"Türkiye, Republic of","Exchange taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Tax, property, estate, inheritance, and gift taxes, Transactions",2021.0,0.0310810790240985,,,,,,,,,,,,
India,"Capital grants receivable, Other general government, Transactions",2021.0,,,,,,,,,,,,,
India,"Taxes on immovable property, Transactions",2021.0,,,,,,,,,,,,,
India,"Taxes, Transactions",2021.0,,,,,,,,,,,,,
India,"Other revenue, Transactions",2021.0,,,,,,,,,,,,,
India,"Grants receivable from foreign governments, Transactions",2021.0,,,,,,,,,,,,,
India,"Grants receivable, International Organizations, Transactions",2021.0,,,,,,,,,,,,,
"Türkiye, Republic of","Current grants receivable, Other general government, Transactions",2021.0,0.1898695975716979,,,,,,,,,,,,
India,"Current grants receivable, International Organizations, Transactions",2021.0,,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on income, profits, and capital gains, payable by individuals, T",2021.0,3.210804470149173,,,,,,,,,,,,
"Türkiye, Republic of","Other taxes on goods and services, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on income, profits, and capital gains, Transactions",2021.0,6.307040360100105,,,,,,,,,,,,
India,"Grants receivable, Transactions",2021.0,,,,,,,,,,,,,
India,"Taxes on income, profits, and capital gains, payable by corporations a",2021.0,,,,,,,,,,,,,
Brazil,"Taxes on financial and capital transactions, Transactions",2021.0,0.5437220228791335,,,,,,,,,,,,
Brazil,"General taxes on goods and services, Transactions",2021.0,4.974413585317009,,,,,,,,,,,,
Brazil,Other taxes on use of goods and on permission to use goods or perform ,2021.0,0.078988134839309,,,,,,,,,,,,
India,"Other taxes, Transactions",2021.0,,,,,,,,,,,,,
Brazil,"Interest (before FISIM allocation), receivable, Other general governme",2021.0,0.3333327391503729,,,,,,,,,,,,
India,"Other taxes on goods and services, Transactions",2021.0,,,,,,,,,,,,,
India,"Taxes on income, profits, and capital gains, payable by individuals, T",2021.0,,,,,,,,,,,,,
Brazil,"Interest (before FISIM allocation), receivable, Nonresidents, Transact",2021.0,0.0,,,,,,,,,,,,
India,"Taxes on income, profits, and capital gains, Transactions",2021.0,,,,,,,,,,,,,
India,"Grants receivable from foreign governments: capital grants, Transactio",2021.0,,,,,,,,,,,,,
India,"Revenue, Transactions",2021.0,,,,,,,,,,,,,
Russian Federation,"General taxes on goods and services, Transactions",2021.0,6.91795997796894,,,,,,,,,,,,
Russian Federation,Other taxes on use of goods and on permission to use goods or perform ,2021.0,0.3985217498086836,,,,,,,,,,,,
Brazil,"Turnover and other general taxes on goods and services, Transactions",2021.0,3.649372780698529,,,,,,,,,,,,
Brazil,"Grants receivable, International Organizations, Transactions",2021.0,4.78870372881386e-05,,,,,,,,,,,,
Brazil,"Grants receivable from foreign governments, Transactions",2021.0,0.0,,,,,,,,,,,,
"China, People's Republic of","Other social contributions: employer contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Current grants receivable, Other general government, Transactions",2021.0,0.0749253708939905,,,,,,,,,,,,
Russian Federation,"Other social contributions: imputed contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
India,"Exchange taxes, Transactions",2021.0,,,,,,,,,,,,,
India,"Other taxes on international trade and transactions, Transactions",2021.0,,,,,,,,,,,,,
India,"Taxes on property, Transactions",2021.0,,,,,,,,,,,,,
India,"Grants receivable from foreign governments: current grants, Transactio",2021.0,,,,,,,,,,,,,
"Türkiye, Republic of","Taxes on financial and capital transactions, Transactions",2021.0,0.0,,,,,,,,,,,,
"Türkiye, Republic of","Grants receivable, Transactions",2021.0,0.4570675502617731,,,,,,,,,,,,
Russian Federation,"Capital grants receivable, Other general government, Transactions",2021.0,0.1309170403894437,,,,,,,,,,,,
India,"Tax, property, estate, inheritance, and gift taxes, Transactions",2021.0,,,,,,,,,,,,,
Brazil,"Recurrent taxes on net wealth, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Interest (before FISIM allocation), receivable, Transactions",2021.0,2.316861666412314,,,,,,,,,,,,
Brazil,"Grants receivable from foreign governments: current grants, Transactio",2021.0,0.0,,,,,,,,,,,,
Brazil,"Taxes, Transactions",2021.0,14.13667513186221,,,,,,,,,,,,
Brazil,"Taxes on immovable property, Transactions",2021.0,0.0240445803590311,,,,,,,,,,,,
Brazil,"Taxes on international trade and transactions, Transactions",2021.0,0.6883616126041955,,,,,,,,,,,,
Russian Federation,"Recurrent taxes on immovable property, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Tax, property, estate, inheritance, and gift taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Grants receivable from foreign governments: capital grants, Transactio",2021.0,0.0,,,,,,,,,,,,
Brazil,"Interest (before FISIM allocation), receivable, Financial corporations",2021.0,1.983528927261943,,,,,,,,,,,,
Russian Federation,"Turnover and other general taxes on goods and services, Transactions",2021.0,0.0,,,,,,,,,,,,
India,"Recurrent taxes on immovable property, Transactions",2021.0,,,,,,,,,,,,,
India,"Other taxes on income, profits, and capital gains, Transactions",2021.0,,,,,,,,,,,,,
Russian Federation,"Capital grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Taxes on payroll and workforce, Transactions",2021.0,0.2909601989900958,,,,,,,,,,,,
Brazil,"Taxes on exports, Transactions",2021.0,0.0017738765499922,,,,,,,,,,,,
Brazil,"Grants receivable, Transactions",2021.0,0.0068444122335178,,,,,,,,,,,,
Russian Federation,"Taxes on exports, Transactions",2021.0,1.864013217457343,,,,,,,,,,,,
Russian Federation,"Tax, property, estate, inheritance, and gift taxes, Transactions",2021.0,1.546690509858351e-05,,,,,,,,,,,,
Brazil,"Current grants receivable, Other general government, Transactions",2021.0,0.0067803716199766,,,,,,,,,,,,
Russian Federation,"Grants receivable, Transactions",2021.0,0.2058424112834343,,,,,,,,,,,,
Russian Federation,"Other social contributions: employer contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Grants receivable from foreign governments: current grants, Transactio",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Other taxes on international trade and transactions, Transactions",2021.0,0.0004301272655987,,,,,,,,,,,,
Brazil,"Capital grants receivable, International Organizations, Transactions",2021.0,2.252842698217582e-05,,,,,,,,,,,,
Russian Federation,"Interest (before FISIM allocation), receivable, Financial corporations",2021.0,0.3931355842379245,,,,,,,,,,,,
Russian Federation,"Sales taxes, Transactions",2021.0,6.628673613678648e-06,,,,,,,,,,,,
Russian Federation,"Grants receivable from foreign governments: capital grants, Transactio",2021.0,0.0,,,,,,,,,,,,
Russian Federation,"Taxes on immovable property, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Other taxes on goods and services, Transactions",2021.0,0.0108106151701781,,,,,,,,,,,,
"Türkiye, Republic of","Interest (before FISIM allocation), receivable, Other general governme",2021.0,0.0021707025933867,,,,,,,,,,,,
Brazil,"Taxes on income, profits, and capital gains, payable by individuals, T",2021.0,2.907275729283227,,,,,,,,,,,,
Russian Federation,"Motor vehicles taxes, Transactions",2021.0,0.0175954458478647,,,,,,,,,,,,
Brazil,"Motor vehicles taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
India,"Current grants receivable, Other general government, Transactions",2021.0,,,,,,,,,,,,,
Russian Federation,"Other social contributions: employee contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Other social contributions: employer contributions, Transactions",2021.0,0.4344914041106654,,,,,,,,,,,,
Brazil,"Other taxes on international trade and transactions, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Other taxes, Transactions",2021.0,3.024064423308022e-06,,,,,,,,,,,,
Russian Federation,"Recurrent taxes on net wealth, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Other social contributions: employee contributions, Transactions",2021.0,0.3207200670363383,,,,,,,,,,,,
Brazil,"Taxes on goods and services, Transactions",2021.0,5.386631337146818,,,,,,,,,,,,
Brazil,"Taxes on income, profits, and capital gains, Transactions",2021.0,7.746454318960909,,,,,,,,,,,,
Brazil,"Recurrent taxes on immovable property, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Other taxes on income, profits, and capital gains, Transactions",2021.0,1.260118613938617,,,,,,,,,,,,
Russian Federation,"Exchange taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Sales taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Social contributions, Transactions",2021.0,5.757456988318937,,,,,,,,,,,,
Brazil,"Taxes on income, profits, and capital gains, payable by corporations a",2021.0,3.579059975739064,,,,,,,,,,,,
Brazil,"Grants receivable, Other general government, Transactions",2021.0,0.0067965251962297,,,,,,,,,,,,
South Africa,"Motor vehicles taxes, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Current grants receivable, International Organizations, Transactions",2021.0,2.535861030596278e-05,,,,,,,,,,,,
Brazil,"Other revenue, Transactions",2021.0,4.741697799143467,,,,,,,,,,,,
Russian Federation,"Current grants receivable, International Organizations, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Other taxes on goods and services, Transactions",2021.0,0.0001416224912567,,,,,,,,,,,,
Sri Lanka,"Other taxes on goods and services, Transactions",2021.0,0.0,,,,,,,,,,,,
Sri Lanka,"Taxes on income, profits, and capital gains, payable by individuals, T",2021.0,0.1189533018094101,,,,,,,,,,,,
South Africa,"Capital grants receivable, Other general government, Transactions",2021.0,0.0,,,,,,,,,,,,
Brazil,"Capital grants receivable, Other general government, Transactions",2021.0,1.61535762530151e-05,,,,,,,,,,,,
Sri Lanka,"Revenue, Transactions",2021.0,8.31126275055214,,,,,,,,,,,,
Brazil,"Taxes on property, Transactions",2021.0,0.024264640095773,,,,,,,,,,,,
South Africa,"Grants receivable from foreign governments: capital grants, Transactio",2021.0,0.0,,,,,,,,,,,,
Sri Lanka,"General taxes on goods and services, Transactions",2021.0,1.752445052393062,,,,,,,,,,,,
Sri Lanka,"Other social contributions, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,"Grants receivable, Transactions",2021.0,0.0255027469440886,,,,,,,,,,,,
Sri Lanka,"Social contributions, Transactions",2021.0,0.1965586796309071,,,,,,,,,,,,
Sri Lanka,Other taxes on use of goods and on permission to use goods or perform ,2021.0,0.0836786116229678,,,,,,,,,,,,
South Africa,"Turnover and other general taxes on goods and services, Transactions",2021.0,0.0,,,,,,,,,,,,
South Africa,Other taxes on use of goods and on permission to use goods or perform ,2021.0,0.211704092170998,,,,,,,,,,,,
